Sentences,Aspects,Sentence Sentiment,Aspects Sentiment
الشحن سريع.. والسلعة كما في الاعلان .. وكما ذكرت ان اهم ميزه فيها هي ان حجمها صغير .. ولا توجد اي مشكله ... شكرا لكم,"الشحن،حجم",1,"1, 1"
الجهاز عملى ومطابق للمواصفات المعروضة ويمكننى استخدامه كتابليت او تنزيل تطبيقات والاستمتاع اثناء القيادة بتشغيل اليوتيوب والانترنت والتوجيه رائع اكثر من برنامج وخاصة برنامج السايجك وبرنامج البر .. عارف كل الطرق,الجهاز,1,1
سهل الاستخدام ودقيق اعطاني نفس نتائج الورش,,1,
القطعة ممتازة وصغيرة الحجم وسهلة الاستخدام في تشخيص الاعطال انصح باستخدامها من الجميع ووصلت القطعة في زمن قياسي,"القطعة،الحجم",1,"1, 1"
القطعة لا بأس بها,القطعة ,-1,0
لم تؤثر على الخدوش ولم يختفي الخدش مثل ماذكر / بل دعايه للحصول على المال فقط / حيث اني استخدمتها للخدوش ولم الاحظ أي تغير على الخدوش,,-1,
السلعة ممتازة وجيدة وأنصح بها من لديه أطفال لحفظ أغراضهم                   وكتبهم ورضعاتهم,السلعة,1,1
ممتــــــــــــــــــــــتازة جــــــــــــدا جـــــــــــــدا  ولكــــــن خياطـــــــة المنظـــــــم مقعــــــــد السيارة الخلفي كان سيء ولكن طريقة تنظيم الجيوب بالمنظم ممتازة  والتوصيل كان في وقت قصيــــــــــر وممتاز ويشكرون علي فتـــــــرة التوصيــــــل  ...,التوصيل ,1,1
لا انصح بشراء المنتج اولا بسبب السعر ثانيا ليس عليا ولا يزيل الخدوش منتج رديئ,"المنتج،السعر",-1,"-1, -1"
"خامه رائعه منظمه شكلها رائع وخامتها جميله انصح بها ،،،وحجمها رائع وعمليه تنظم شنطه العربيه وتلاقي حاجتك بسهوله","خامه،حجم",1,"1, 1"
الشاحن ممتاز وبسعر  رائع100 ريال فقط,الشاحن ,1,1
جيد جداً,,1,
مفيد جدا,,0,
والله اكنس بيدي افضل حرام فلوس راحة فيها,,-1,
المنتج ممتاز جدآ خصوصآ لمن هم اصحاب الخطوط الطويله . جدآ ممتاز وانصح الكل بعدم تفويت هالمنتج . رغم ان البائع جزاه الله خير لم يفصح بمعلومات كثيره عن المنتج وفيه من الفؤاد الكثيره في الالم الظهر .. الخ الا انني بختصر وانصح الكل بإستخدامة ..,المنتج,1,1
بالمقارنة بسعره يعتبر جيدجدا,,0,
المنتج خفيف وسهل التركيب ويعمل على ايقاف الهواء من الدخول عبر الباب اثناء سير السيارة بسرعة عالية,المنتج,1,1
صناعة المنتج غير جيدة ورديئة جدا,المنتج,-1,-1
منتج جيد مع ضرورة التعديل الى الاجود,منتج,0,1
"عملية خلط سائل تنظيف السيارة مع الماء يعطي رغوة لابأس بها , سعر رخيص جدا لجودة عالية , بالتأكيد سأوصي بهذا المنتج","سعر،جودة،المنتج",1,"1, 1, 1"
رائعة جداً,,1,
منتج جميل وملفت للنظر مع الحمايه لداخلية السياره من الشمس,منتج,1,1
شي طيب وبا التوفيق,,-1,
سلعة سيئة للغاية ولا تصلح ختى لسيارات الاطفال وليس لها أي فائدة ولا تستحق أكثر من ريالين وحسبنا الله ونعم الوكيل في هذا البائع,سلعة,-1,-1
منتج بسيط الفكره ولكنه عملي ومهم وقد تحتاجه في اي وقت,منتج ,1,1
ممتازه جدا اعجبتني كثير وعمليه جدا ومن شركه مشهوره سلكها طويل يعني تنفع للجمس او اسكويا او جيب لاخر السياره توصل,,1,
تمت تجربتها على سيارة صغيرة وليس لها اي فائدة,,-1,
"البخاخ الذي يستخدم مرة واحدة لايتوفر فيه قطعة القفل (activator) حتى يبدأ الرش ،لذا المنتج الان عديم الفائدة بالنسبة لي.",المنتج,-1,-1
"ممتاز جدا جدا و يغنيك عن فحص السيارة بالكمبيوتر عند الورش بـ 100ريال أو 150 ريال ,",,1,
المنتج جيد ولكنه قد يؤثر سلبا على بودي السيارة حسب رايي الشخصي فانصح باستخدامه مع الحرص على ازالة اثاره بالماء بعد كل استخدام,المنتج,0,1
"للاسف قوة الشفط ضعيفة جداً وليس كما هو متوقع في شكلها في الصورة والجودة ضعيفة ايضاً ،ولاانصح احد بها .","الشفط،الجودة",-1,"-1, -1"
قمت باستعمال منتجات كثيره لازاله خدش بالسياره بدون فائده,,1,
"عملية النفخ سريعة ويعتبر منفاخ انيق نوعا ما ،ورخيص بالنسبة لباقي انواع الاجهزة الاخرى ،والسلعة وصلتني حسب وصف البائع مع وجود حقيبة لحمل المنفاخ",منفاخ,1,1
بلوف الكفرات ممتازة حيث انها بوضعها العادي علي الكفر تعطيك اللون الاخضر طالما الكفر يحتفظ بضغط اعتقد لا يقل عن 32 ويتحول االي اللون الاحمر في حال نقص الهواء عن ذلك,بلوف الكفرات,-1,1
السلام عليكم ورحمة الله وبركاته جهاز ممتاز جدا   لفحص أعطال وتشخيص السيارات وشكراً''''''''''''''''''''''''''''',جهاز,1,1
قمت بطلب المنتج وهو جل تنظيف وحمايه وتم ارسال بخاخ بدلا منه وهو فالحقيقه افضل بالاستعمال والتركيز,المنتج,1,1
المنتج يقوم بـإصلاح مشكلة انخفاض الضغط في البساتم التي تؤدي الى خفض عزم المكينة,المنتج,1,1
جهاز اكثر من رائع  ومفيد جدا استعملته على شارجر 2008 وممتاز  وانصح فيه خاصه للي بيجرب التسارع  وهوا متطمن على  ومتأكد من دقة النتائج,جهاز,1,1
الطريقة المثلى للتنظيف لمحرك السياره بكل سهولة وبصورة ممتازه,,1,
تحمي الجنوط السيارة وتحميها من المواد التي تلصقبها لفتره طويلة وتزيد من لمعانها وتظهرها جديدة والشحن كان لفتره قياسيه واشكركم لحسن التعامل مع عملائكم تحياتي لكم ابوتركي,,1,
تم استعمالها على خشب السياره الداخلي وكانت ممتازه جدا والماركه غنيه عن التعريف,,1,
سيئه قوة الشفط ضعيفة جدا :(,قوة الشفط,-1,-1
لا يفحص بعض السيارات مثل يوكون 2006 رغم انه يوجد اجهزه ارخص تفحص مثل,,1,
منتج اكثر من. رائع,منتج,-1,1
غير جيدة هواء ظعيف وماتنفع القزاز الواحد يقدر يدخل يدة ويسرق اذا علقتها في الشباك,,-1,
ممتاز.. انصح به,,1,
منتج رائع للتنظيف بامان واضفاء رائحه عطره للسياره,منتج,1,1
كان الشحن لفترة قياسيه والتغليف كان جيد ومنتج120 ARMOR ALL EXTREME WHEEL & TIRE CLEANER ممــــــــــــتاز جــــــــــدا جـــدا وتجاوب البائع مع الزبائن كان جـــــــــــدا راقي وممــــــــــتاز,"التغليف،منتج",1,"1, 1"
اعجبتني ممتازة وانصح بها ونورها قوي وساطع وجميل اعجبتني ممتازة وانصح بها,نور,1,1
انصح به لجلد السياره وخاصه المتوقفه بالشمس فترات طويله للحمايه من التشقق,,1,
مناسب للزجاج والبودي والداخليه,,1,
منتج رائع جدا يساعد على تنظيف زيت و نظام الوقود الخاص بالسيارة,منتج,1,1
اشتريتها هديه لاخي .. ولم اجربها بنفسي.. وحسب قوله ان تأثيرها بسيط ولابأس به...,,-1,
"سلعة ممتازة من ناحية الرغوة والكثافة والحماية واللمعة والرائحة ،استخدمته لسيارتي وارتحت مع الغسيل وانصح باستخدامه",سلعة,1,1
ارجوا التوضيح اكثر..,,0,
بضاعه طيبة والله يعطية العافية وناطرين الجديد منك نفس الحركات هذي شغلات ماتكون بالبال ولا وبنفس الوقت تلفت انتباهك,بضاعه,1,1
انصح بيه لصديق,,-1,
جيد للاستخدام في مكتب العمل والسيارة,,0,
ممتاز جداً ومناسب لمعرفة أعطال السيارة,,1,
ممتازة بحكم السعر مقابل الفايدة المرجوة من القطعة وتبيينها لامور في المحرك لم القي لها بال من قبل ولاني اشتريت قطعة اخری,,1,
المنتج رائع بإضائته شديدة البياض,"المنتج،إضاءة",1,"1, 1"
المكنسة نوعية جيدة وسعرها افضل من السوق ..,"نوعية،سعر",1,"1, 1"
جميل أنصح باقتنائه,,1,
"خامته ضعيفه جدا والبلاستيك المصنوع منه مسدس الشمع ضعيف وكانه من اعاده تدوير ،،،لا انصح به لعدم جدواه","خامة،البلاستيك",-1,"-1,-1"
والله المنتج كويس وحلو وبيلم كركيب العربيه في مكان واحد,المنتج,-1,1
