Sentences,Aspects,Sentence Sentiment,Aspects Sentiment
"تجربتي للمطعم
المطعم اكله رائع واصحاب المطعم جدا رائعين ويخدون الزبون بطريقة رائعة انا استغربت لما شفت اغلب الزبائن ايطالين وزحمة على المطعم بس بعد ما طعمت الاكل عرفت ان هذا سبب نجاحلمطعم جربت عندهم الباستا مع صلصة الطماطم والسي فودوكمان فلافل وايضا مارجريتا بيتزا بالتوفيق","اكله،اصحاب المطعم،طريقة",1,"1,1,1"
"اذهبو عن ثقة
هو من اروع المطاعم بالعاصمة روما تجدون جميع انواع الاكلات التقليدية الايطالية،الخدمة ممتازة حيث يوجد احترام للعقيدة الدينية فانهم ياكدون عدم وجود اى شي لا تستطيع اكله توجد ايضا جميع انواع السلطات و هى جميعها بوفيه مفتوح فلا بد ان تذهبو كى ترو بانفسكم","المطاعم،الاكلات،الخدمة،بوفيه",1,"1,0,0,0"
"طعام ايطالي لذيذ جداً
نذهب إلى هناك دائماً في أوقات فراغنا لأننا نقيم في روما،للحقيقة لم أتذوق أشهى من هذا الطعام،إنه بالفعل يجسد طعم المطبخ الايطالي و يناسب جميع الأذواق،الطاقم يتعامل بكل لطف وشفافية والأسعار معقولة للجميع،نأكل وكأننا في منزلنا","طعام،الطعام،الطاقم،الأسعار",1,"1,1,1,1"
"مطعم و منيو جيد يستحق التجربة
اعتقد انه المطعم الوحيد الجيد في هذه المنطقة ... العاملين في المطعم ايطالين و الخدمة كانت ممتازة ... الأكل بصراحة كان ممتاز بس الملح كان شوي كثير .. السعر مقارنة بالمطاعم الأخرى و جودة الأكل يعتبر لا بأس به ... بشكل عام انا حبيت المطعم","مطعم،منيو،المطعم،العاملين،الخدمة،الأكل،الملح،السعر",0,"1,1,0,1,1,1,-1,1"
"مطعم رائع 
من لحظة وصولنا،كنا في استقبال وتعامل مثل الملوك! أجواء وبديعة،والموظفين هو أنيق وأفضل للجميع،والمأكولات البحرية لا يقارن!
إذا كنت مثل المأكولات البحرية استثنائية،والأسماك الطازجة... ثم ريستورانتيه إليونورا D' اربوريا أمر لا بد منه عند زيارة روما! حقا أفضل!","مطعم،استقبال،تعامل،أجواء،الموظفين،المأكولات البحرية،الأسماك",1,"1,1,1,1,1,1,1"
"ﺣﻜﺎﻳﺔ
علي طول في شارع صغير جنب البانتيون بالصدفة دخلت المطعم دة اكلة تحفة والخدمة فية علي اعلا مستوا.نصيحة لو زرت روما حاول تجرب. وبلمناسبة هناك فية مصري في الصالة اسمو aldo كان اسلوبو حلو جدا ﻣﻌﺎﻧﺎ","شارع،اكلة،الخدمة،مستوا",1,"0,1,1,1"
"الشكر لصاحب المطعم للأكل الممتاز والخدمة الممتازة والمكان الهادي،والنضافة العالية
موقع جميل جداً وعائلى ونضيف،اشكر جميع العاملين فى المطعم للخدمة الممتازة والأكل اللذيذ والشهي وأنصح كل ذائر الى روما ان يقوم فى زيارتة ليتأكد من كلامي . Bay bay Roma....","الأكل،الخدمة،المكان،النضافة،موقع،الخدمة،الأكل",1,"1,1,1,1,1,1,1"
"أنصح به لمن يرغب في الحصول جو هادئ ومريح
استندت في البحث عنه على تعليق سابق لشخص زار المطعم ... فعلاً المطعم ممتاز جداً من جميع النواحي وجميل تحت اشراف السيدة فاطمة التي تهيئ جو ممتاز لرواد المطعم ولديهم طباخ مصري مجتهد في إرضاء الزبائن ... أنصح بتجربته","جو،المطعم،جو،طباخ",1,"1,0,1,1"
"أفضل مطعم في روما
من أفضل المطاعم الموجودة في روما .. وخصوصاً أنه بإشراف المميزة فاطمة
يستحق الزيارة","مطعم،المطاعم،فاطمة",1,"1,1,1"
"رائع
مطعم ممتاااااااااز جدا وطعم الاسباغيتي اكثر من رااااااائع انصح من يزور روما ان يأكل في هذا المطعم............................","مطعم،طعم الاسباغيتي",1,"1,1"
"مطعم رائع،اجواء خاصة
من المطاعم المحببة على قلبي،مطعم له هوية خاصة ان من ناحية المبنى او الاجواء،الطعام،الرواد،
ام كلثوم والموسيقى الشرقية الاصيلة لها مكانة خاصة في المطعم ..اذا كنت من محبيها ستحب المطعم","مطعم،اجواء،المطاعم،هوية،الموسيقى،مكانة",1,"1,0,1,0,0,0"
"
بلا ادنى شك احد الاماكن المفضلة لدي .
مكان اصيل , جو راقٍ ورائع , ماكولات بجودة علية
’ وباختصار كل ما يبحث عنه المرء عندما يخرج من بيته.","الاماكن،مكان،جو،ماكولات",1,"1,1,1,1"
"مدهش للغاية
قمة الاستمتاع وتناول الطعام الاثيوبى ومشاهدة الرقص الاثيوبى في هذا المكان الرائع والاستمتاع باجواء اقل ما توصف بالرائعة والسعر مناسب مقابل سهرة لطيفة","المكان،اجواء،السعر،سهرة",1,"1,1,1,1"
"مكان متنوع لكل شيء
في شهر اكتوبر2013 زرت ذلك المكان - اخترت هذا المكان لانه يفتح مبكرا ويغلق مبكر من 7 الى 12 مساء وهو مناسب لمن لايحب السهرات يمكنك تناول عشاء محلي خالص وكل المشروبات ومشاهدة عروض شعبية ورقصات - كذلك الاسعار ليست مرتفعة وهي مناسبة جدا حتى للميزانية القليلة","مكان،المكان،عشاء،عروض،الاسعارالميزانية",1,"1,0,1,0,1"
"المكان الوحيد الذي يجمع بين اللعب و المؤكولات و الارجيلة تحت سقف واحد
موقع المطعم ممتاز و الاكل طيب جدا و العاملين فيه ودودين وطعم الارجيلة فيه ممتازة وانصح من يريد تجربة لعبة البولنج مع الارجيلة زيارة المكان","المكان،موقع المطعم،الاكل،العاملين،طعم الارجيلة",1,"0,1,1,1,1"
"مكان رائع وجبات شهيه وخدمة مميزة
في جو المكان الهادئ استمتعت بالموسيقى الرومانسية .
بالنسبة للأكل كان من المميز ولأول مرة بمدينة القدس تقديمه بطريقة رائعة
النادلة مهتمة براحتي أثناء وجودي في هذا المكان الجميل...........","مكان،وجبات،خدمة،جو المكان،الأكل،طريقة،النادلة،المكان",1,"1,1,1,1,1,1,1,1"
"
مكان ممتاز لقضاء ليلة اوروغوايا،المطعم في حد ذاته مفتوح على المطبخ فيمكنك رؤية مباشرة كيف يثم شياء اللحم مثلا،الخدمة في غاية الورعه","مكان،المطعم،الخدمة",1,"1,0,1"
"مكان رائع
عند سفري لألبانيا ذهبت إلى مدينة شكودرا ووصلنا وكان الجو ممطر ودخلنا للمطعم وتناولنا طعام شهي خصوصا الخبز كان لذيذ جدا والمطعم مطل على منظر جميل","مكان،الجو،طعام،الخبز",1,"1,0,1,1"
"مطعم العريش
المطعم جيد،ومأكولاته طيبة
عصائر المطعم متميزة ولديه خيارات متعددة
الشاورما لديه لذيذة ويتمير بالمشاوي
المشكلة الوحيدة مواقف السيارات","المطعم،مأكولات،عصائر المطعم،خيارات،الشاورما",1,"1,1,1,1,1"
"
مطعم رائع واكله لذيذ ومطل على البحر
. ويقدم الاكلات الاسبانية اللذيذة،وقعداته هاديه وعلى اطلالة البحر ومرسى اليخوت وعندهم طاولات خارجية","مطعم،اكله،الاكلات،قعداته،طاولات",1,"1,1,1,1,0"
"وجبة طيبة
لقد كان مكان رائع اخدمة رائعة و اكل طيب و ايضا الوجبة تشبع. مع الغلم انني اريد ان اذهب مرة ثانية و لكن الأسعار تريد ان تكون اقل سعرا","وجبة،مكان،خدمة،اكل،الوجبة،الأسعار",1,"1,1,1,1,1,-1"
كانت زيارتي لهذا المطعم رائعة حيث انه يتمتع بخدمة عالية وراقية جميع الموظفين رحبين وخلوقين اما الطعام له طعم خاص عندهم وخصوصا اللحوم حيث انه مشهور بتنوع اللحوم ومذاقها الخيالي علما بان جميع اللحوم لديهم طازجة وتقدم على الفور ويبقى الموظفون يلفون على الطاولات لتقديم جميع انواع اللحوم وحيث ان كل موظف يحمل نوع من اللحوم. وانصح بكل من يقوم بزيارة هذا المطعم ان يجرب تناول الاناناس المشوي لانه بالفعل خرافي من حيث الطعم .,"زيارة،خدمة،الطعام،مذاق،اللحوم",1,"1,1,1,1,1"
