Column1,Sentences,Aspects,Sentences Sentiment,Aspects Sentiment
83,"رخيص 
سوق مميز باسعار مخفضة جدا انصح من يرغب بالشراء منه ان يحضر اموال كثيرة نظرا لجمال المحلات ورخص قيمة البضائع.
تحياتي لكم ابومعن
","سوق، باسعار، المحلات، قيمة البضائع",1,"1,1,1,1"
84,"رائعة 
كانت تجربة جميلة مع زوجتي واطفالي وهي مناسبة للجميع ولكن سعرها مرتفع 18 فرنك استمتعنا وننصح بها لايفوتكم القطار المخصص للجولة ممتع
","تجربة، سعرها، القطار المخصص للجولة",1,"1,-1,1"
86,"تجربه جميله 
تجربه جميله للي يحب يركب مرتفعات و يمشي لمسافات طويله ،، قمه جميله تخليك تحس انك فوق الغيوم ، لانه الغيوم تمر من عندك فعلا ! ☁️☔️ قطار صغير يطلعك للقمه ، و ممكن تاخذ الدرج عشان يوديك لكنيسه و متحف صغير فيه رسمات جدا رائعه ،،  شخصيا انتظرت اهلي ف كوفي و استمتعت بشرب الهوت شوكليت اللذيذ  انظر للصور تحت نفس المسمى
","تجربة، تجربة، مسافات، قمة جبلية، قطار، متحف، رسمات، شرب الهوت شوكليت",1,"1,1,-1,1,-1,-1,1,1"
87,"ابرز معالم زيورخ 
من ابرز معالم زيورخ المدينه القديمه يمكنك زيارتها على الاقدام لانها قريبه من محطه القطارات المركزيه المكان جميل جدا وفيه كثير من المحال والاماكن الجميله التي تستحق التصوير
","معالم زيورخ، زيورخ، المدينة القديمة، المكان، المحال، الاماكن",1,"1,1,1,1,1,1"
88,"زيورخ في 4ساعات! 
جولة الدراجة كانت وسيلة ممتعة وسريعة لرؤية أهم معالم زيورخ..مثل الحدائق، نهر ليمات، بيركلي بلاتز و المدينة القديمة.المرشد السياحي ""برونو "" مسلي في سرد الحكايا عن تاريخ مدينة زيورخ.. كما يمكنه ترتيب جولات خاصة حول المعالم التي يرغب المرء بزيارتها داخل وخارج زيورخ.. كما اقترح علينا بعض محلات الشوكوﻻته والتي كانت لذيذة فعلا!  الرحلة مفيدة كوسيلة لرؤية المدينة بسرعة وتحديد اﻷماكن التي يمكن استكشافها لاحقاً..
","جولة الدراجة، المرشد السياحي، جولات، محلات الشوكولاته، الرحلة",1,"1,1,1,1,1"
89,"الضفة الشرقية لبحيرة زيورخ
ممتعة سواء في ايام الأجازات او غيرها
يتحدثون عن سوق الحراج في يوم السبت ولم تسنح الفرصة بالتواجد هناك في وقتها
واتمنى ان ازور زيورخ قريبا واحظي بزيارة سوق الحراجهذا
",الضفة الشرقية لبحيرة زيورخ,1,1
90,"محطه القطارات المركزيه 
المحطه كبيره جدا وفيها كثير من الرحلات الداخليه والخارجيه وكثير من المحال ومراكز تصريف العمله كون عمله سويسرا ليست اليورو لكن حتى اغلب المحال التجاريه تقبل التعامل باليورو وقريب من المحطه محطه الباصات المركزيه لزيورخ
",محطة القطارات المركزية,1,1
92,"ساتيل sattel 
مكان جميل لقضاء يومك فيه وفيه اطول جسر معلق للمشاة في اوروبا وبجنب الجسر توجد زحليقة صيفية ممتعه بالاضافة الى منطقة العاب للصغار وممكن زيارته من زيورخ او من لوزيرن
","مكان، جسر، زحليقة",1,"1,1,0"
93,"رويرموند الماضي مع الحاضر 
أكبر منطقة الرياضات المائية في الجنوب، منطقة واسعة جدا مع بحيرات متصلة نهر ماس بطريقة أو بأخرى , في المنتصف هي بلدة رويرموند القديمة، مع وسطها التاريخي، أكبر منفذ في هولندا والمناطق المحيطة بها لطيفة جدا. حتى إذا كنت تبحث عن عطلة نهاية اسبوع جميلة ومكان لتناول الغداء، أو تبحث عن بعض مراكز التسوق الكبيرة , أذا انت في المكان المناسب . و توجد على ضفاف النهر منطقة اثرية , لقد زرت المكان عام 2008 . كلما سافرت اكثر تعلمت اكثر . اخوكم سيفان
","رويرموند، منطقة، بحيرات، نهر، عطلة نهاية اسبوع",1,"0,1,1,1,1"
94,"متحف للفنون المعاصرة 
من المدهش ان ترى كيف تحول معمل النسيج القديم الى متحف , نعم فهذه حقيقة  يعتبر هذا المتحف من الاهم في المنطقة بالنسبة للمهتمين بالفنون المعاصرة و يزوره المهتمين ليس فقط من هولندا بل من دول مجاورة ايضا و قد كتبت في كتاب المذكرات الخاص بالمتحف باللغة العربية و اشدت بجمالية المجموعة المعروضة و تمنيت من كل قلبي ان يكون في بلدي مكان مثله  اتمنى ان تزورو المتحف و كلما سافرت اكثر تعلمت اكثر
","المتحف، المجموعة المعروضة",1,"1,1"
95,"متحف شموع رتئع 
مكان جيد ورائع، وسعره مناسب ويقع في Dam square. ويفضل اصطحاب كاميرا. ويوجد بالمتحف جميع الشخصيات المشهورة.
","متحف شموع، مكان، سعره",1,"1,1,1"
96,"متعة الشراء 
الحقيقة استمعت جدا بتجربة الشراء الاسعار ممتازة جدا والجودة ممتازة ولديه شامبو وبلسم رائع بسعر رائع ولديه شكولاتة و بسكويت عالي المزاق والحقيقة انصح اى زائر الى هولندا او اى بلد يوجد بها محلات Hema ان يزورها ويشترى منها بقوة
","تجربة الشراء، الاسعار، الجودة، بلسم، سعر، بسكويت، محلات",1,"1,1,1,1,1,1,1"
97,"شارع الرد لايت 
شارع خاص بالشباب فقط . ولا ينصح بزيارة العوائل المحافظة وافضل منطقة سكن للشباب هي نيومارت لانها قريبة جدا من الشارع وتعتبر افضل شي للسكن .
","شارع الرد لايت، نيومارت",1,"0,0"
98,"رائع جدا 
في أول يوم من رحلتي لأمستردام ذهبت لزيارة متحف فان جوخ لأني من المعجبين بفنه وقد كان هناك طابور طويل وزحام في المدخل لكنه يستحق وشاهدت اللوحات الرائعة منها لوحته الشهير زهور دوار الشمس والتقطت صور لها كما اشتريت من محل الهدايا وكانت تجربة ممتعة بالنسبة لي فعلا
","فان جوخ، طابور، اللوحات، تجربة",1,"1,-1,1,1"
99,"رائع جدا 
افضل مكان للسكن يوجد بجانبك كل شئ تحتاجه خصوصا للشبابp:
وأنصح به للجميع انه رائع جدا ويوجد عروض على الساحه بجانب القصر الملكي
",عروض,1,1
100,"ممتع 
إذا ذهبت لزيارة أمستردام في هولندا لابد ان تذهب في رحلة أو كروز في الكانال أو القنوات المائية الكثيرة هناك وقد ذهبت في كروز يقدم البيتزا كعشاء وهو خفيف وممتع ومناظر جميلة وأنصح السواح بها
","كروز، مناظر",1,"1,1"
101,"جميل 
في امستردام من التجارب الممتعة الذهب لزيارة برج أو مصنع الماس حيث ذهبت ورأيت كيفية صناعة الحلي من الماس وقدم لنا شخص مسئول هناك معلومات قيمة عن أنواع الماس المختلفة واسمائها ، كما يجد معرض أشتريت منه بعض الهديا
","الذهب لزيارة برج أو مصنع الماس، معلومات",1,"1,1"
